d_edge,d_over,d_col,d_over_z,y_0,y_1
0.05,3.3000000000000003,0.0,1.65,-32.62134667677393,8.577006249999998
0.05,3.3000000000000003,0.0,1.65,-32.62134667677393,8.577006249999998
0.09999999999999999,3.3000000000000003,0.0,1.65,-25.074062717151534,8.74200625
0.15000000000000002,3.3000000000000003,0.0,1.65,-20.658910659606175,8.907006249999998
0.2,3.3000000000000003,0.0,1.65,-17.5262343800194,9.072006249999998
0.25,3.3000000000000003,0.0,1.65,-15.09631000130738,9.237006249999999
0.3,3.3000000000000003,0.0,1.65,-13.110900845159312,9.402006249999998
0.35000000000000003,3.3000000000000003,0.0,1.65,-11.432251797378271,9.567006249999999
0.4,3.3000000000000003,0.0,1.65,-9.978133823512618,9.732006249999998
0.45,3.3000000000000003,0.0,1.65,-8.695506814500384,9.897006249999999
0.5,3.3000000000000003,0.0,1.65,-7.548154998475778,10.06200625
0.5499999999999999,3.3000000000000003,0.0,1.65,-6.510246940028688,10.227006249999999
0.6,3.3000000000000003,0.0,1.65,-5.562709544324124,10.392006249999998
0.6499999999999999,3.3000000000000003,0.0,1.65,-4.691058419074036,10.557006249999999
0.7,3.3000000000000003,0.0,1.65,-3.8840345691754403,10.722006249999998
0.75,3.3000000000000003,0.0,1.65,-3.1327125699678873,10.887006249999999
0.7999999999999999,3.3000000000000003,0.0,1.65,-2.4298971496625206,11.052006249999998
0.85,3.3000000000000003,0.0,1.65,-1.7697030253373387,11.217006249999999
0.8999999999999999,3.3000000000000003,0.0,1.65,-1.1472550161859476,11.382006249999998
0.95,3.3000000000000003,0.0,1.65,-0.5584693449047989,11.547006249999999
1.0,3.3000000000000003,0.0,1.65,0.00010889945550434341,11.712006249999998
1.05,3.3000000000000003,0.0,1.65,0.5314286015969556,11.877006249999997
1.0999999999999999,3.3000000000000003,0.0,1.65,1.0380268576191,12.042006249999998
1.15,3.3000000000000003,0.0,1.65,1.5221022477059345,12.20700625
1.2,3.3000000000000003,0.0,1.65,1.9855725031080436,12.372006249999998
1.25,3.3000000000000003,0.0,1.65,2.4301203934632674,12.537006249999997
1.3,3.3000000000000003,0.0,1.65,2.857230608959561,12.70200625
1.3499999999999999,3.3000000000000003,0.0,1.65,3.2682196781520845,12.86700625
1.4,3.3000000000000003,0.0,1.65,3.66426044224149,13.032006249999998
1.45,3.3000000000000003,0.0,1.65,4.046402232739041,13.197006249999998
1.5,3.3000000000000003,0.0,1.65,4.4155876270559125,13.362006249999999
1.55,3.3000000000000003,0.0,1.65,4.772666455678161,13.52700625
1.5999999999999999,3.3000000000000003,0.0,1.65,5.118407584773366,13.692006249999999
1.65,3.3000000000000003,0.0,1.65,5.453508885167009,13.857006249999998
1.6,3.3000000000000003,0.0,1.65,5.118407584773368,13.692006249999999
1.55,3.3000000000000003,0.0,1.65,4.772666455678161,13.52700625
1.5,3.3000000000000003,0.0,1.65,4.4155876270559125,13.362006249999999
1.4500000000000002,3.3000000000000003,0.0,1.65,4.046402232739043,13.19700625
1.4000000000000001,3.3000000000000003,0.0,1.65,3.664260442241492,13.032006249999998
1.35,3.3000000000000003,0.0,1.65,3.2682196781520862,12.86700625
1.3000000000000003,3.3000000000000003,0.0,1.65,2.8572306089595627,12.70200625
1.25,3.3000000000000003,0.0,1.65,2.4301203934632674,12.537006249999997
1.2000000000000002,3.3000000000000003,0.0,1.65,1.9855725031080458,12.372006249999998
1.15,3.3000000000000003,0.0,1.65,1.5221022477059345,12.20700625
1.1,3.3000000000000003,0.0,1.65,1.0380268576191023,12.04200625
1.0500000000000003,3.3000000000000003,0.0,1.65,0.5314286015969579,11.87700625
1.0,3.3000000000000003,0.0,1.65,0.00010889945550434341,11.712006249999998
0.9500000000000002,3.3000000000000003,0.0,1.65,-0.5584693449047965,11.547006249999999
0.8999999999999999,3.3000000000000003,0.0,1.65,-1.1472550161859476,11.382006249999998
0.8500000000000001,3.3000000000000003,0.0,1.65,-1.7697030253373371,11.217006249999999
0.8000000000000003,3.3000000000000003,0.0,1.65,-2.429897149662516,11.05200625
